Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT4xqTDSZIeKxZK0B8DsoUze,Exchange Deposited On,EUR,-156.04000000,EURX,156.04000000,$181.01,-,-,"approved / EUR to EURX",2025-11-08 02:40:57
NXT3fCqdhl0UAVIlFDaM6MYyS,Deposit To Exchange,EUR,156.04000000,EURX,156.04000000,$181.01,-,-,"approved / EUR Top Up",2025-11-08 02:40:57
NXT7MovWDGYP5CcxYyAy9q8yh,Interest,USDT,2.95486000,USDT,2.95486000,$2.95,-,-,"approved / USDT Interest Earned",2025-11-07 06:00:00
NXT5LBSUlCThuiJmOaJsZHCcs,Interest,NEXO,0.08444090,NEXO,0.08444090,$0.09,-,-,"approved / NEXO Interest Earned",2025-11-07 06:00:00
NXT61xpRVOHJq5rOaaoru2ZKh,Interest,USDT,2.61690500,USDT,2.61690500,$2.62,-,-,"approved / USDT Interest Earned",2025-11-06 06:00:00
NXT2Xi4sLHziyUjk4CfSgGhUQ,Interest,NEXO,0.08443183,NEXO,0.08443183,$0.09,-,-,"approved / NEXO Interest Earned",2025-11-06 06:00:00
NXT5Qk6gCz3RsPCqCQbHqzjfu,Withdrawal,USDT,-1300.25299100,USDT,1300.00000000,$1299.93,0.25299109,USDT,"approved / USDT withdrawal",2025-11-05 17:11:36
NXT2gzqV0b9sq2kpOeWO9C2fL,Exchange Cashback,USDT,6.47925000,USDT,6.47925000,$6.48,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-11-05 16:56:52
NXT25bDI4s0gx1BxdL5QtvU5n,Exchange,EURX,-2281.15000000,USDT,2591.70016500,$2591.17,-,-,"approved / Exchange EURX to Tether",2025-11-05 16:56:52
NXT73dvXeuSf47Bn1hhL8ZAHD,Exchange Deposited On,EUR,-2281.15000000,EURX,2281.15000000,$2623.32,-,-,"approved / EUR to EURX",2025-11-05 16:55:05
NXT7jTmEZl4TnLfHPOZuPTv6l,Deposit To Exchange,EUR,2281.15000000,EURX,2281.15000000,$2623.32,-,-,"approved / EUR Top Up",2025-11-05 16:55:05
NXT1h2fprpJ5e3Jo36UwjhEUy,Interest,USDT,2.61453000,USDT,2.61453000,$2.61,-,-,"approved / USDT Interest Earned",2025-11-05 06:00:00
NXTgVhRvpPxbKwnqsOxXWiG4,Interest,NEXO,0.08442276,NEXO,0.08442276,$0.09,-,-,"approved / NEXO Interest Earned",2025-11-05 06:00:00
NXT5qUXPYtl2x7U5XNaQRadKO,Interest,USDT,2.61384800,USDT,2.61384800,$2.61,-,-,"approved / USDT Interest Earned",2025-11-04 06:00:00
NXTCkvSXXNjLtjIwOHV7fwG2,Interest,NEXO,0.08441368,NEXO,0.08441368,$0.09,-,-,"approved / NEXO Interest Earned",2025-11-04 06:00:00
NXT3hPACIDzoHRvz1cHmrFemc,Interest,NEXO,0.08440461,NEXO,0.08440461,$0.10,-,-,"approved / NEXO Interest Earned",2025-11-03 06:00:00
NXT1Q0LifFzy9IJIIg2UNLMMi,Interest,USDT,2.86125400,USDT,2.86125400,$2.86,-,-,"approved / USDT Interest Earned",2025-11-03 06:00:00
NXT5uQvEaz6nbyoH6WuPWB7Sz,Interest,NEXO,0.08439555,NEXO,0.08439555,$0.10,-,-,"approved / NEXO Interest Earned",2025-11-02 06:00:00
NXT5tCE2wRVbxfFa7yf3n6lqc,Interest,USDT,2.86043600,USDT,2.86043600,$2.86,-,-,"approved / USDT Interest Earned",2025-11-02 06:00:00
NXT6Rn7xbfQgnJfjErMiBiFgM,Withdrawal,USDT,-1000.00000000,USDT,999.71159244,$999.99,0.28840755,USDT,"approved / USDT withdrawal",2025-11-01 15:22:27
NXT23IUykrvmUab7ECaQ3bpN0,Interest,USDT,2.87276100,USDT,2.87276100,$2.87,-,-,"approved / USDT Interest Earned",2025-11-01 06:00:00
NXTEE24FyC6416VDyYwnMYKX,Interest,NEXO,0.08438648,NEXO,0.08438648,$0.09,-,-,"approved / NEXO Interest Earned",2025-11-01 06:00:00
NXT2T6k60irK7G5P1mhEFpAwM,Withdrawal,USDT,-321.00000000,USDT,320.71457945,$320.83,0.28542054,USDT,"approved / USDT withdrawal",2025-10-31 15:24:13
NXT5G0uOOUpdzSQC5EiAh458H,Interest,USDT,2.95582100,USDT,2.95582100,$2.96,-,-,"approved / USDT Interest Earned",2025-10-31 06:00:00
NXTALskk8VNkMROe1jGPYig,Interest,NEXO,0.08437741,NEXO,0.08437741,$0.09,-,-,"approved / NEXO Interest Earned",2025-10-31 06:00:00
NXT2cr2MKCVTGQt8ZpIf2F9SH,Interest,USDT,2.95504900,USDT,2.95504900,$2.96,-,-,"approved / USDT Interest Earned",2025-10-30 06:00:00
NXTvkHWQikA31ELfkopZW2Pc,Interest,NEXO,0.08436834,NEXO,0.08436834,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-30 06:00:00
NXT2bYH2yv5Mrb1YmZX7zOEvJ,Interest,USDT,2.95427700,USDT,2.95427700,$2.95,-,-,"approved / USDT Interest Earned",2025-10-29 06:00:00
NXT2Ej12HaPLgJGT7YhmKUStM,Interest,NEXO,0.08435928,NEXO,0.08435928,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-29 06:00:00
NXT7PknVhSlNjsePFgWLali9F,Interest,NEXO,0.08435021,NEXO,0.08435021,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-28 06:00:00
NXT5XdB7rxyZjQWshM9EJehou,Interest,USDT,2.95350600,USDT,2.95350600,$2.95,-,-,"approved / USDT Interest Earned",2025-10-28 06:00:00
NXT5LAgjvKsYrOcMPK0seeJbG,Interest,NEXO,0.08434115,NEXO,0.08434115,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-27 06:00:00
NXT1ZpqBvVe4coZThb5mljpNJ,Interest,USDT,2.95273500,USDT,2.95273500,$2.95,-,-,"approved / USDT Interest Earned",2025-10-27 06:00:00
NXT62VMq5fDTRqYjzsiI2lA8n,Interest,USDT,2.95196400,USDT,2.95196400,$2.95,-,-,"approved / USDT Interest Earned",2025-10-26 06:00:00
NXT61PQ6nRzwbA7Q2avRVBzTf,Interest,NEXO,0.08433209,NEXO,0.08433209,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-26 06:00:00
NXT2qYoCate3pMTcYVgZ9eKwh,Interest,NEXO,0.08432303,NEXO,0.08432303,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-25 05:00:00
NXT2R8zr11cxVjoUhjvWpq7r7,Interest,USDT,2.95119300,USDT,2.95119300,$2.95,-,-,"approved / USDT Interest Earned",2025-10-25 05:00:00
NXT5rl7T8zZiik4bomOqrKlHk,Withdrawal,USDT,-147.00000000,USDT,146.70333357,$147.02,0.29666642,USDT,"approved / USDT withdrawal",2025-10-24 13:13:18
NXT3djXzXPTcv5p08PndRtKCU,Interest,NEXO,0.08431397,NEXO,0.08431397,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-24 05:00:00
NXT2oAVY4mS55EnxKsZHC4IZ7,Interest,USDT,2.98880300,USDT,2.98880300,$2.99,-,-,"approved / USDT Interest Earned",2025-10-24 05:00:00
NXT1uLU0HefDuWB1lk3PlITfu,Interest,NEXO,0.08430491,NEXO,0.08430491,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-23 05:00:00
NXTsqCGsBooKmHY5oX89UoKq,Interest,USDT,2.98802200,USDT,2.98802200,$2.99,-,-,"approved / USDT Interest Earned",2025-10-23 05:00:00
NXT71aG3AcXUR07bvzKR4lf3N,Interest,USDT,2.98724200,USDT,2.98724200,$2.99,-,-,"approved / USDT Interest Earned",2025-10-22 05:00:00
NXT2xPpPifRQ5LYErevoRHb5O,Interest,NEXO,0.08429585,NEXO,0.08429585,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-22 05:00:00
NXT51aNhCAShqyCtp8EngpMLL,Interest,USDT,2.98646200,USDT,2.98646200,$2.99,-,-,"approved / USDT Interest Earned",2025-10-21 05:00:00
NXTo2n2rrqs3WNGnmISjngqX,Interest,NEXO,0.08428679,NEXO,0.08428679,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-21 05:00:00
NXT7h0t0s1zLP9R2xFYZTwPTI,Interest,USDT,2.98568300,USDT,2.98568300,$2.99,-,-,"approved / USDT Interest Earned",2025-10-20 05:00:00
NXT2xRpPdwMCnpchFIURPZV59,Interest,NEXO,0.08427774,NEXO,0.08427774,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-20 05:00:00
NXT6c6K5Ny7awojEeP0w3BT7Y,Interest,NEXO,0.08426868,NEXO,0.08426868,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-19 05:00:00
NXT3xQNjLJ5OjeRvI8GI2b6Jf,Interest,USDT,2.98490300,USDT,2.98490300,$2.99,-,-,"approved / USDT Interest Earned",2025-10-19 05:00:00
NXT1iqA5hquyrKam1phkyhEHy,Interest,USDT,2.98412400,USDT,2.98412400,$2.99,-,-,"approved / USDT Interest Earned",2025-10-18 05:00:00
NXTa7QI0w6oKORoux9RZoUkB,Interest,NEXO,0.08425963,NEXO,0.08425963,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-18 05:00:00
NXT22CZvvBCEm6lVfW1KZCuzg,Withdrawal,USDT,-150.00000000,USDT,149.71540887,$150.04,0.28459112,USDT,"approved / USDT withdrawal",2025-10-17 12:35:18
NXT5jzLmGY5zCmYIrD7VX8ouQ,Interest,NEXO,0.08425057,NEXO,0.08425057,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-17 05:00:00
NXT4FXYq6nibiJ7cpsTIAwCIw,Interest,USDT,3.02250800,USDT,3.02250800,$3.02,-,-,"approved / USDT Interest Earned",2025-10-17 05:00:00
NXT5EZVuxZw1eMkWmbwksBj9Q,Interest,NEXO,0.08424152,NEXO,0.08424152,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-16 05:00:00
NXTaf9gH29MoHdXIp29qhChs,Interest,USDT,3.28280900,USDT,3.28280900,$3.29,-,-,"approved / USDT Interest Earned",2025-10-16 05:00:00
NXT7hKSmatF93T7gYDEDM13ze,Withdrawal,USDT,-1000.00000000,USDT,999.68829559,$1000.48,0.31170440,USDT,"approved / USDT withdrawal",2025-10-16 00:34:33
NXT59PYvvL9wvNsqBtZ9fMmWR,Interest,USDT,3.28195100,USDT,3.28195100,$3.28,-,-,"approved / USDT Interest Earned",2025-10-15 05:00:00
NXT2YoJD0w6EEUoYXee1OVV29,Interest,NEXO,0.08423247,NEXO,0.08423247,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-15 05:00:00
NXT6kfq4ellsm02RTBUpkNExj,Interest,NEXO,0.08422342,NEXO,0.08422342,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-14 05:00:00
NXTODPzap9nimL986BNdhwvR,Interest,USDT,3.28109500,USDT,3.28109500,$3.28,-,-,"approved / USDT Interest Earned",2025-10-14 05:00:00
NXT6MLOdbKPbqREYvC69T3oOi,Interest,NEXO,0.08421437,NEXO,0.08421437,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-13 05:00:00
NXT3iChS3Nk43C0fBq4UZYwY8,Interest,USDT,3.28023800,USDT,3.28023800,$3.28,-,-,"approved / USDT Interest Earned",2025-10-13 05:00:00
NXT7j7Eb6IQs40fcZTMtAaunO,Interest,NEXO,0.08420532,NEXO,0.08420532,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-12 05:00:00
NXT7UWw9Y3zVHOPkeVnkhGNNK,Interest,USDT,3.27938200,USDT,3.27938200,$3.28,-,-,"approved / USDT Interest Earned",2025-10-12 05:00:00
NXT66ijpZmMvUcksjSiANSTyP,Interest,NEXO,0.08419627,NEXO,0.08419627,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-11 05:00:00
NXTfiUUzoCpJrS7rCpx1jbkC,Interest,USDT,3.27852500,USDT,3.27852500,$3.28,-,-,"approved / USDT Interest Earned",2025-10-11 05:00:00
NXT5G38HbWSW4zvOopA13E5E2,Interest,NEXO,0.08418722,NEXO,0.08418722,$0.11,-,-,"approved / NEXO Interest Earned",2025-10-10 05:00:00
NXT2n0gG9anwh81ZAo8YLWW2T,Interest,USDT,2.60973100,USDT,2.60973100,$2.61,-,-,"approved / USDT Interest Earned",2025-10-10 05:00:00
NXTCV2hOdUtwMpC960iRaYwn,Exchange Cashback,USDT,6.39568100,USDT,6.39568100,$6.40,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-10-09 18:29:14
NXTRJ61SL5NxdcJvurOdhuMM,Exchange,EURX,-2239.43000000,USDT,2558.27251500,$2559.22,-,-,"approved / Exchange EURX to Tether",2025-10-09 18:29:13
NXT5yCRmFB8gHaI0HggTxWj31,Exchange Deposited On,EUR,-2239.43000000,EURX,2239.43000000,$2597.74,-,-,"approved / EUR to EURX",2025-10-09 15:24:00
NXTYb3R1R8hQRoyme1HZki12,Deposit To Exchange,EUR,2239.43000000,EURX,2239.43000000,$2597.74,-,-,"approved / EUR Top Up",2025-10-09 15:24:00
NXT4IB5GjsTAcrnP1gb6vVdqB,Interest,NEXO,0.08417818,NEXO,0.08417818,$0.11,-,-,"approved / NEXO Interest Earned",2025-10-09 05:00:00
NXT2IJQbi4FyKI6UWpAIdVkgR,Interest,USDT,2.85491900,USDT,2.85491900,$2.86,-,-,"approved / USDT Interest Earned",2025-10-09 05:00:00
NXT20p6zTjtAmjIjVV0bUWSje,Interest,USDT,2.85410300,USDT,2.85410300,$2.85,-,-,"approved / USDT Interest Earned",2025-10-08 05:00:00
NXTMidsPT3UxZbcrwcFGB100,Interest,NEXO,0.08416913,NEXO,0.08416913,$0.11,-,-,"approved / NEXO Interest Earned",2025-10-08 05:00:00
NXT2k0vrCjTuV4LMRtdczFB5d,Withdrawal,USDT,-1200.34217300,USDT,1200.00000000,$1200.79,0.34217389,USDT,"approved / USDT withdrawal",2025-10-07 17:12:20
NXT7Zh5dflOUHOd5sxc6J3BlJ,Interest,NEXO,0.08416009,NEXO,0.08416009,$0.11,-,-,"approved / NEXO Interest Earned",2025-10-07 05:00:00
NXT58t1lZ0Ra1opx4qh96MIiN,Interest,USDT,3.19643700,USDT,3.19643700,$3.20,-,-,"approved / USDT Interest Earned",2025-10-07 05:00:00
NXT5vuho92JNRzFr2s1bx3aD9,Interest,USDT,3.19552400,USDT,3.19552400,$3.20,-,-,"approved / USDT Interest Earned",2025-10-06 05:00:00
NXTr5wk8ioNk33NN2buVoMW4,Interest,NEXO,0.08415105,NEXO,0.08415105,$0.11,-,-,"approved / NEXO Interest Earned",2025-10-06 05:00:00
NXT4fUuYQPRqAbMGgoaCjWjkJ,Interest,NEXO,0.08414200,NEXO,0.08414200,$0.11,-,-,"approved / NEXO Interest Earned",2025-10-05 05:00:00
NXT3z8VFx1pSozLgz50ugQSHC,Interest,USDT,3.19461000,USDT,3.19461000,$3.20,-,-,"approved / USDT Interest Earned",2025-10-05 05:00:00
NXT43K43TAt6V0Z8efz7oXbVu,Interest,NEXO,0.08413296,NEXO,0.08413296,$0.11,-,-,"approved / NEXO Interest Earned",2025-10-04 05:00:00
NXT34P6S3uVyxh2DtSfgFEREf,Interest,USDT,2.91678300,USDT,2.91678300,$2.92,-,-,"approved / USDT Interest Earned",2025-10-04 05:00:00
NXTuyDHNzeES3OPqv3ZN2yED,Interest,NEXO,0.08412392,NEXO,0.08412392,$0.11,-,-,"approved / NEXO Interest Earned",2025-10-03 05:00:00
NXTapB7xdVseyz7D7oh2ulhp,Interest,USDT,2.91602200,USDT,2.91602200,$2.92,-,-,"approved / USDT Interest Earned",2025-10-03 05:00:00
NXT4StSaXeflgSfrxzbBZ6JmX,Locking Term Deposit,NEXO,-102.19591258,NEXO,102.19591258,$128.40,-,-,"approved / Transfer from Savings Wallet to Term Wallet",2025-10-02 05:44:53
NXT1Nee9fZ5MObCVaZVR1pIYJ,Fixed Term Interest,NEXO,2.19591258,NEXO,2.19591258,$2.76,-,-,"approved / NEXO Term Deposit Interest in kind",2025-10-02 05:00:00
NXT6Jc8nLRxx52nyYBG2d3Mjh,Interest,USDT,2.91526000,USDT,2.91526000,$2.92,-,-,"approved / USDT Interest Earned",2025-10-02 05:00:00
NXT4ROhnbcy3m2WKDVkzwCgZa,Interest,NEXO,0.08411489,NEXO,0.08411489,$0.11,-,-,"approved / NEXO Interest Earned",2025-10-02 05:00:00
NXT3eWH7sCL1VLD5HkE2tehVE,Unlocking Term Deposit,NEXO,100.00000000,NEXO,100.00000000,$125.64,-,-,"approved / Transfer from Term Wallet to Savings Wallet",2025-10-02 05:00:00
NXT7c5M9plFQE8VysnuPOLVH1,Interest,USDT,2.91449900,USDT,2.91449900,$2.91,-,-,"approved / USDT Interest Earned",2025-10-01 05:00:00
NXT44sqWDN5ViYoPp1i1qWsdX,Interest,NEXO,0.08410585,NEXO,0.08410585,$0.10,-,-,"approved / NEXO Interest Earned",2025-10-01 05:00:00
NXT7IN7O2g0J8IVYSH0OgwXRW,Interest,NEXO,0.08409681,NEXO,0.08409681,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-30 05:00:00
NXT3Bx0vHiQoQNjhckjdeM9Ky,Interest,USDT,2.91373800,USDT,2.91373800,$2.91,-,-,"approved / USDT Interest Earned",2025-09-30 05:00:00
NXT5SksmQbRK9hsqUEm6JBrxL,Interest,USDT,2.91297700,USDT,2.91297700,$2.91,-,-,"approved / USDT Interest Earned",2025-09-29 05:00:00
NXTmnz0CfgyGrLdoblCV7ELG,Interest,NEXO,0.08408777,NEXO,0.08408777,$0.10,-,-,"approved / NEXO Interest Earned",2025-09-29 05:00:00
NXT7BlVDm072Hf03jHTanmjXD,Interest,NEXO,0.08407874,NEXO,0.08407874,$0.10,-,-,"approved / NEXO Interest Earned",2025-09-28 05:00:00
NXT5pfgEAbd8dEzlochqfggKv,Interest,USDT,2.91221700,USDT,2.91221700,$2.91,-,-,"approved / USDT Interest Earned",2025-09-28 05:00:00
NXT5sBLajn7Z0GNYC3FCPcojT,Interest,NEXO,0.08406970,NEXO,0.08406970,$0.10,-,-,"approved / NEXO Interest Earned",2025-09-27 05:00:00
NXT2SWMyfUiOGBxfS2OCKaLtz,Interest,USDT,2.91145600,USDT,2.91145600,$2.91,-,-,"approved / USDT Interest Earned",2025-09-27 05:00:00
NXT7JvdDzHAHSmggf1ByaN2PS,Interest,NEXO,0.08406067,NEXO,0.08406067,$0.10,-,-,"approved / NEXO Interest Earned",2025-09-26 05:00:00
NXT3MvmDRDSCO4a489ke9JttU,Interest,USDT,2.91069600,USDT,2.91069600,$2.91,-,-,"approved / USDT Interest Earned",2025-09-26 05:00:00
NXT5hFxU3fMtxcYlT3WL31Wgi,Interest,NEXO,0.08405164,NEXO,0.08405164,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-25 05:00:00
NXT3x2EyJM6MLEpZrVOFOK0Oz,Interest,USDT,2.90993600,USDT,2.90993600,$2.91,-,-,"approved / USDT Interest Earned",2025-09-25 05:00:00
NXT5Q9XTOtQrXq9KqErNJIpiO,Interest,USDT,2.90917700,USDT,2.90917700,$2.91,-,-,"approved / USDT Interest Earned",2025-09-24 05:00:00
NXT28nAVFeUP45yub1LtrbE5F,Interest,NEXO,0.08404261,NEXO,0.08404261,$0.10,-,-,"approved / NEXO Interest Earned",2025-09-24 05:00:00
NXT2rTJgz6EfNJzGVrVBCEVku,Interest,USDT,2.90841700,USDT,2.90841700,$2.91,-,-,"approved / USDT Interest Earned",2025-09-23 05:00:00
NXT1elIdLlM1xo8k7ODN4YCzE,Interest,NEXO,0.08403358,NEXO,0.08403358,$0.10,-,-,"approved / NEXO Interest Earned",2025-09-23 05:00:00
NXT5T1Q9mMpxGQlOPICJsLUCN,Interest,NEXO,0.08402455,NEXO,0.08402455,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-22 05:00:00
NXT1s2LWdydcRkNSdLvoyL7m0,Interest,USDT,3.18370500,USDT,3.18370500,$3.19,-,-,"approved / USDT Interest Earned",2025-09-22 05:00:00
NXT2WlxHKBLloOyQHa04LBZsS,Interest,USDT,3.18279500,USDT,3.18279500,$3.18,-,-,"approved / USDT Interest Earned",2025-09-21 05:00:00
NXT2MrK3Tn3qIrFqTZd9WK8PE,Interest,NEXO,0.08401552,NEXO,0.08401552,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-21 05:00:00
NXT3ifKSMovPcRBgzc6TQY2qQ,Interest,NEXO,0.08400649,NEXO,0.08400649,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-20 05:00:00
NXTGR0lUWq0WsSBpYo9fHrQg,Interest,USDT,3.18188500,USDT,3.18188500,$3.18,-,-,"approved / USDT Interest Earned",2025-09-20 05:00:00
NXT3Jjq7iaX5NNHubPDwoxNmV,Interest,NEXO,0.08399747,NEXO,0.08399747,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-19 05:00:00
NXTCYc0a1sapWMT9eyG25bt0,Interest,USDT,3.18097500,USDT,3.18097500,$3.18,-,-,"approved / USDT Interest Earned",2025-09-19 05:00:00
NXT6v2kT7n99TUf7JhpoX2Rhi,Interest,USDT,3.18006600,USDT,3.18006600,$3.18,-,-,"approved / USDT Interest Earned",2025-09-18 05:00:00
NXT3B4QoiTAImtkisMSup1yKk,Interest,NEXO,0.08398844,NEXO,0.08398844,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-18 05:00:00
NXT76g4yXCQcuhO1CujrNbmG3,Interest,NEXO,0.08397942,NEXO,0.08397942,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-17 05:00:00
NXT32exgmF4DpQcvilm3xMR6R,Interest,USDT,3.17915700,USDT,3.17915700,$3.18,-,-,"approved / USDT Interest Earned",2025-09-17 05:00:00
NXT6yDZ0n81nSdO2TEmKfdoRY,Interest,USDT,3.17824800,USDT,3.17824800,$3.18,-,-,"approved / USDT Interest Earned",2025-09-16 05:00:00
NXT3VCTvvcesE0jmEMRTn7lat,Interest,NEXO,0.08397039,NEXO,0.08397039,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-16 05:00:00
NXT3M2dLopY9Cem9IB5iGbxGb,Interest,NEXO,0.08396137,NEXO,0.08396137,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-15 05:00:00
NXT2ztFzNXnNDp4gQKDl6mLsZ,Interest,USDT,3.17733900,USDT,3.17733900,$3.18,-,-,"approved / USDT Interest Earned",2025-09-15 05:00:00
NXT7P0KL52gYg02LZB9F8ElKo,Interest,USDT,3.17643100,USDT,3.17643100,$3.18,-,-,"approved / USDT Interest Earned",2025-09-14 05:00:00
NXT2oHIhXFmUFQggFoqFIfo7q,Interest,NEXO,0.08395235,NEXO,0.08395235,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-14 05:00:00
NXT77RePZNRBWnR0WPjU8BM0n,Interest,NEXO,0.08394333,NEXO,0.08394333,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-13 05:00:00
NXT3xOnFokT2VEhADmhwGky3F,Interest,USDT,3.17552300,USDT,3.17552300,$3.18,-,-,"approved / USDT Interest Earned",2025-09-13 05:00:00
NXT4sCWq3Zxb2EgAa4GI78mJ6,Interest,NEXO,0.08393431,NEXO,0.08393431,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-12 05:00:00
NXT3rH2W0qwTvotlvcLLiYbUo,Interest,USDT,3.17461500,USDT,3.17461500,$3.18,-,-,"approved / USDT Interest Earned",2025-09-12 05:00:00
NXT6mSDqtdGOqJ2PXv4jTQsGg,Interest,NEXO,0.08392529,NEXO,0.08392529,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-11 05:00:00
NXT1oDvnOf89ydW1TPLAF8Scd,Interest,USDT,2.64384200,USDT,2.64384200,$2.64,-,-,"approved / USDT Interest Earned",2025-09-11 05:00:00
NXTK2Dt6Aw1hPfxuqdTMkirf,Exchange Cashback,USDT,6.42719300,USDT,6.42719300,$6.43,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-09-11 00:06:16
NXT4mFH2T7eS94Ai5JLSFKVYy,Exchange,EURX,-1109.93000000,USDT,1285.43850300,$1285.43,-,-,"approved / Exchange EURX to Tether",2025-09-11 00:06:15
NXT6xMq6Dd6nA8rsP9QvqDp4n,Exchange Deposited On,EUR,-1109.93000000,EURX,1109.93000000,$1298.62,-,-,"approved / EUR to EURX",2025-09-11 00:02:58
NXT7a5P1KnRJKV7VJoMe0atlo,Deposit To Exchange,EUR,1109.93000000,EURX,1109.93000000,$1298.62,-,-,"approved / EUR Top Up",2025-09-11 00:02:58
NXT1OwpZU12NQ79tKCD6q9oby,Exchange Cashback,USDT,2.80804200,USDT,2.80804200,$2.81,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-09-10 15:34:58
NXT5vYcMbRVzsy5JVmDxByAD1,Exchange,EURX,-483.99000000,USDT,561.60842500,$561.66,-,-,"approved / Exchange EURX to Tether",2025-09-10 15:34:57
NXT2AwXMRsQmeSmftEGv7LowM,Exchange Deposited On,EUR,-483.99000000,EURX,483.99000000,$566.27,-,-,"approved / EUR to EURX",2025-09-10 14:12:32
NXT5gVicRLBsVrBkUaNCYEV2P,Deposit To Exchange,EUR,483.99000000,EURX,483.99000000,$566.27,-,-,"approved / EUR Top Up",2025-09-10 14:12:32
NXT6A0UYVC7THpDWQNkuFd8nw,Interest,USDT,2.64228400,USDT,2.64228400,$2.64,-,-,"approved / USDT Interest Earned",2025-09-10 05:00:00
NXTCKKV4nFudgcKEoWu3Ca10,Interest,NEXO,0.08391627,NEXO,0.08391627,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-10 05:00:00
NXT6j0m7KXU6U2iuPFLYc3113,Interest,NEXO,0.08390726,NEXO,0.08390726,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-09 05:00:00
NXT1p3WWu9HZEAnKHLYqXVK8U,Interest,USDT,2.64152800,USDT,2.64152800,$2.64,-,-,"approved / USDT Interest Earned",2025-09-09 05:00:00
NXT33j7FUchQpC3LVmO4sppK7,Interest,USDT,2.64077300,USDT,2.64077300,$2.64,-,-,"approved / USDT Interest Earned",2025-09-08 05:00:00
NXTgQJyCUSscivxgfi33G2Or,Interest,NEXO,0.08389824,NEXO,0.08389824,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-08 05:00:00
NXT2CzWNSGN7jblszLEwLpNs6,Interest,NEXO,0.08388923,NEXO,0.08388923,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-07 05:00:00
NXT1zh6gPT3juYXJXW1djsDzh,Interest,USDT,2.64001800,USDT,2.64001800,$2.64,-,-,"approved / USDT Interest Earned",2025-09-07 05:00:00
NXT6OjeMB3isPSmgf168eWL0C,Interest,NEXO,0.08388021,NEXO,0.08388021,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-06 05:00:00
NXT3ZqkmGZdKvPFyApdcmOy1P,Interest,USDT,2.63926300,USDT,2.63926300,$2.64,-,-,"approved / USDT Interest Earned",2025-09-06 05:00:00
NXT5SXM3NutVlq2E3Od0BUTwb,Interest,NEXO,0.08387120,NEXO,0.08387120,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-05 05:00:00
NXT29amp7KrBcyptaMZmCbMJF,Interest,USDT,2.63850900,USDT,2.63850900,$2.64,-,-,"approved / USDT Interest Earned",2025-09-05 05:00:00
NXT59sJ2nWxoUr7GsGJNwoaxP,Interest,NEXO,0.08386219,NEXO,0.08386219,$0.11,-,-,"approved / NEXO Interest Earned",2025-09-04 05:00:00
NXT2Gv72fdWZL8KdB1CD64gT1,Interest,USDT,2.63775500,USDT,2.63775500,$2.64,-,-,"approved / USDT Interest Earned",2025-09-04 05:00:00
